57651.007284,0
57951.299686,181804
58251.584714,203126
58551.924307,260436
58852.23326,327027
59152.514386,362666
59452.824139,673765
59753.111604,719141
60053.410148,545965
60219.174139,595223
60279.470122,633845
60339.680087,640018
60400.047009,642636
60460.263085,689000
60520.530068,727661
60580.803409,729280
60641.092491,730168
60701.313647,733784
60761.596277,738769
60821.846148,741274
60882.146026,749934
60942.370084,769323
61002.662412,770262
61062.945647,771437
61123.236486,772213
61183.47877,785330
61243.796894,803142
61304.023147,805333
61364.361815,843738
61424.645044,844052
61484.943103,846041
61545.32827,847397
61605.673573,852802
61665.902898,857046
61726.194651,863243
61786.422088,883169
61846.69479,884339
61907.010996,888159
61967.374993,891472
62027.594142,893915
62087.877375,900541
62148.100976,902188
62210.458583,906937
62270.678694,908062
62330.994589,922458
62391.208224,924803
62451.495105,926850
62511.726911,940270
62572.001144,943954
62632.214157,944817
62692.516922,948212
62752.736067,951787
62813.012424,953301
62873.227245,953484
62933.5221,957574
62993.73387,959572
63054.017078,965236
63114.293731,982379
63174.639317,983225
63234.864434,985357
63295.153294,995229
63355.376638,1006082
63415.671699,1007206
63475.889968,1009042
63536.186809,1016427
63596.46248,1018531
63656.803995,1023815
63717.028732,1032024
63777.309122,1036550
63837.531562,1037102
63897.820254,1038347
63958.040993,1050440
64018.319494,1052671
64078.54136,1052671
64138.825251,1054081
64199.041819,1056496
64259.375051,1125534
64319.591555,1128856
64379.874846,1130112
64440.150093,1133987
64500.524749,1138506
64560.857992,1144327
64621.20425,1240734
64681.424469,1244099
64741.707177,1246297
64801.953346,1246297
64862.232802,1265506
64922.618236,1278448
64982.939516,1279645
65043.168865,1283952
65103.457201,1284128
65163.689138,1292022
65224.002123,1292141
65284.280695,1293712
65344.568277,1301849
65404.79001,1302183
65465.123346,1302398
65525.406551,1302398
65585.785053,1307090
65646.004743,1309279
65706.287621,1309288
65766.506215,1311078
65826.872813,1311638
65887.099446,1334256
65947.382551,1334256
66007.616556,1395977
66067.905709,1395977
66128.125258,1399633
66188.405506,1399633
66248.622005,1399633
66308.921982,1399633
66369.200613,1410090
66429.477463,1410090
66489.694947,1410090
66549.935817,1414497
66610.107915,1419856
66670.370479,1419856
66730.554371,1428169
66790.787528,1436526
66857.426045,1436946
66917.716566,1439432
66977.94115,1439432
67038.273625,1443985
67098.502221,1445976
67158.74223,1445976
67218.924566,1454447
67279.237494,1458235
67339.425117,1458473
67399.674986,1460241
67459.858177,1460241
67520.107225,1461337
67580.291209,1477640
67640.52446,1513071
67700.707973,1513074
67760.990826,1513074
67821.173976,1513074
67881.43997,1513482
67941.62317,1513482
68001.856926,1513482
68062.135617,1515206
68122.521234,1516459
68182.720159,1518327
68243.002111,1518740
68303.189817,1518740
68363.455641,1519942
68423.639496,1519942
68483.88944,1543684
68544.083214,1568283
68604.339127,1569746
68664.521707,1571049
68724.772177,1571049
68784.966679,1587333
68845.21735,1587333
68905.388416,1587333
68965.631246,1591862
69025.821474,1591939
69086.083287,1591939
69146.421352,1591939
69206.717642,1591939
69266.904408,1591939
69327.154341,1591939
69387.337483,1591939
69447.665983,1598777
69507.852364,1628608
69568.091602,1628608
69628.280239,1628608
69688.551071,1664764
69748.736697,1664764
69808.979471,1665281
