57651.007284,0
57951.299686,42629
58251.584714,72641
58551.924307,146780
58852.23326,212912
59152.514386,242769
59452.824139,392100
59753.111604,464175
60053.410148,448656
60219.174139,472219
60279.470122,486417
60339.680087,493972
60400.047009,501447
60460.263085,527850
60520.530068,563440
60580.803409,568824
60641.092491,571310
60701.313647,578868
60761.596277,594007
60821.846148,596813
60882.146026,611129
60942.370084,622314
61002.662412,624017
61062.945647,626730
61123.236486,629088
61183.47877,634424
61243.796894,648530
61304.023147,653693
61364.361815,671297
61424.645044,671934
61484.943103,674546
61545.32827,678081
61605.673573,692303
61665.902898,700559
61726.194651,709205
61786.422088,744627
61846.69479,748709
61907.010996,762514
61967.374993,773624
62027.594142,780445
62087.877375,794385
62148.100976,800632
62210.458583,814724
62270.678694,816699
62330.994589,822099
62391.208224,824084
62451.495105,829011
62511.726911,848377
62572.001144,861090
62632.214157,865202
62692.516922,872443
62752.736067,878676
62813.012424,883888
62873.227245,885224
62933.5221,896844
62993.73387,902878
63054.017078,921803
63114.293731,941897
63174.639317,946005
63234.864434,952312
63295.153294,963001
63355.376638,975670
63415.671699,977987
63475.889968,981157
63536.186809,998674
63596.46248,1004853
63656.803995,1019211
63717.028732,1041861
63777.309122,1055271
63837.531562,1057163
63897.820254,1059786
63958.040993,1083604
64018.319494,1088520
64078.54136,1088520
64138.825251,1092385
64199.041819,1097905
64259.375051,1151536
64319.591555,1156789
64379.874846,1160644
64440.150093,1175165
64500.524749,1181739
64560.857992,1199996
64621.20425,1208239
64681.424469,1218420
64741.707177,1227559
64801.953346,1227559
64862.232802,1241951
64922.618236,1255021
64982.939516,1258602
65043.168865,1265453
65103.457201,1265815
65163.689138,1288038
65224.002123,1288745
65284.280695,1295394
65344.568277,1304137
65404.79001,1305485
65465.123346,1305491
65525.406551,1305491
65585.785053,1308012
65646.004743,1311306
65706.287621,1311376
65766.506215,1316385
65826.872813,1317715
65887.099446,1342467
65947.382551,1342467
66007.616556,1365860
66067.905709,1365860
66128.125258,1376619
66188.405506,1376619
66248.622005,1376619
66308.921982,1376619
66369.200613,1385058
66429.477463,1385058
66489.694947,1385058
66549.935817,1393105
66610.107915,1400008
66670.370479,1400008
66730.554371,1410457
66790.787528,1425366
66857.426045,1426805
66917.716566,1435956
66977.94115,1435956
67038.273625,1449791
67098.502221,1454076
67158.74223,1454076
67218.924566,1455570
67279.237494,1460536
67339.425117,1460833
67399.674986,1466229
67459.858177,1466229
67520.107225,1471589
67580.291209,1484346
67640.52446,1494555
67700.707973,1494583
67760.990826,1494583
67821.173976,1494583
67881.43997,1497416
67941.62317,1497416
68001.856926,1497416
68062.135617,1499434
68122.521234,1501636
68182.720159,1507569
68243.002111,1507847
68303.189817,1507847
68363.455641,1510916
68423.639496,1510916
68483.88944,1529899
68544.083214,1552910
68604.339127,1557327
68664.521707,1563438
68724.772177,1563438
68784.966679,1583259
68845.21735,1583259
68905.388416,1583259
68965.631246,1593824
69025.821474,1593861
69086.083287,1593861
69146.421352,1593861
69206.717642,1593861
69266.904408,1593861
69327.154341,1593861
69387.337483,1593861
69447.665983,1597975
69507.852364,1614246
69568.091602,1614246
69628.280239,1614246
69688.551071,1638895
69748.736697,1638895
69808.979471,1639067
